episode_index,frame_index,phase,task_type,plug_to_port.translation.x,plug_to_port.translation.y,plug_to_port.translation.z,x_mm,y_mm,z_mm
0,27,approach,nic,0.013013221323490143,-0.0018626393284648657,-0.020110366865992546,13.013221323490143,-1.8626393284648657,-20.110366865992546
0,28,approach,nic,0.010309556499123573,-0.0027122467290610075,-0.018241742625832558,10.309556499123573,-2.7122467290610075,-18.241742625832558
0,29,approach,nic,0.008005553856492043,-0.003548607463017106,-0.01667194813489914,8.005553856492043,-3.548607463017106,-16.67194813489914
0,30,approach,nic,0.006114686839282513,-0.004091440699994564,-0.015511665493249893,6.114686839282513,-4.091440699994564,-15.511665493249893
0,31,approach,nic,0.004308177158236504,-0.004413539078086615,-0.014470660127699375,4.308177158236504,-4.413539078086615,-14.470660127699375
0,32,approach,nic,0.002133299596607685,-0.004761486779898405,-0.013186788186430931,2.133299596607685,-4.761486779898405,-13.186788186430931
0,33,approach,nic,0.00040788494516164064,-0.00508495606482029,-0.012130538932979107,0.40788494516164064,-5.08495606482029,-12.130538932979107
0,34,approach,nic,-0.0009365564328618348,-0.005263901315629482,-0.011358361691236496,-0.9365564328618348,-5.263901315629482,-11.358361691236496
0,35,approach,nic,-0.0022774580866098404,-0.005300811491906643,-0.010568163357675076,-2.2774580866098404,-5.300811491906643,-10.568163357675076
0,36,approach,nic,-0.003349094185978174,-0.005219845101237297,-0.009932901710271835,-3.349094185978174,-5.219845101237297,-9.932901710271835
0,37,approach,nic,-0.00426818523555994,-0.005059490911662579,-0.009355757385492325,-4.26818523555994,-5.059490911662579,-9.355757385492325
0,38,approach,nic,-0.005050911568105221,-0.00470936531201005,-0.008700392208993435,-5.050911568105221,-4.70936531201005,-8.700392208993435
0,39,approach,nic,-0.005509291309863329,-0.004348297603428364,-0.008307063020765781,-5.509291309863329,-4.348297603428364,-8.307063020765781
0,40,approach,nic,-0.005799188744276762,-0.0039013023488223553,-0.007920031435787678,-5.799188744276762,-3.9013023488223553,-7.920031435787678
0,41,approach,nic,-0.006085025146603584,-0.003423803485929966,-0.007709535304456949,-6.085025146603584,-3.423803485929966,-7.709535304456949
0,42,approach,nic,-0.006344916764646769,-0.002650453243404627,-0.007524621672928333,-6.344916764646769,-2.650453243404627,-7.524621672928333
0,43,approach,nic,-0.006425056140869856,-0.0018443635199218988,-0.007417258340865374,-6.425056140869856,-1.8443635199218988,-7.417258340865374
0,44,approach,nic,-0.00635922746732831,-0.0008181527955457568,-0.00731273228302598,-6.35922746732831,-0.8181527955457568,-7.31273228302598
0,45,approach,nic,-0.0061379075050354,0.00010989209113176912,-0.0072555760852992535,-6.1379075050354,0.10989209113176912,-7.2555760852992535
0,46,approach,nic,-0.005855392664670944,0.0009081616881303489,-0.007200411520898342,-5.855392664670944,0.9081616881303489,-7.200411520898342
0,47,approach,nic,-0.005379178561270237,0.0018017793772742152,-0.0071713561192154884,-5.379178561270237,1.8017793772742152,-7.171356119215488
0,48,approach,nic,-0.004783112555742264,0.0025116456672549248,-0.007169050630182028,-4.783112555742264,2.5116456672549248,-7.169050630182028
0,49,approach,nic,-0.004058646969497204,0.0031334387604147196,-0.007105169352144003,-4.058646969497204,3.1334387604147196,-7.105169352144003
0,50,approach,nic,-0.003319178009405732,0.0035753215197473764,-0.00700670899823308,-3.319178009405732,3.5753215197473764,-7.00670899823308
0,51,approach,nic,-0.002485630102455616,0.003808314446359873,-0.0069778854958713055,-2.485630102455616,3.808314446359873,-6.9778854958713055
0,52,approach,nic,-0.0019085548119619489,0.003629677928984165,-0.006967389490455389,-1.9085548119619489,3.629677928984165,-6.967389490455389
0,53,approach,nic,-0.0012412563664838672,0.0031702483538538218,-0.0069398111663758755,-1.2412563664838672,3.1702483538538218,-6.9398111663758755
0,54,approach,nic,-0.000523990485817194,0.002772444859147072,-0.006896804552525282,-0.523990485817194,2.772444859147072,-6.896804552525282
0,55,approach,nic,0.00032221226138062775,0.002597290789708495,-0.006851086858659983,0.32221226138062775,2.597290789708495,-6.851086858659983
0,56,approach,nic,0.0012380792759358883,0.002573914360255003,-0.006815978791564703,1.2380792759358883,2.573914360255003,-6.815978791564703
0,57,approach,nic,0.0020744367502629757,0.0025327466428279877,-0.006830328609794378,2.0744367502629757,2.5327466428279877,-6.830328609794378
0,58,approach,nic,0.002727861749008298,0.0024500591680407524,-0.006865586154162884,2.727861749008298,2.4500591680407524,-6.865586154162884
0,59,approach,nic,0.0032231046352535486,0.002389291999861598,-0.0069353836588561535,3.2231046352535486,2.389291999861598,-6.9353836588561535
0,60,approach,nic,0.0038425105158239603,0.002208445454016328,-0.00700348149985075,3.8425105158239603,2.208445454016328,-7.00348149985075
0,61,approach,nic,0.004239543341100216,0.00199129874818027,-0.007035193033516407,4.239543341100216,1.9912987481802702,-7.035193033516407
0,62,approach,nic,0.004447779152542353,0.00174706953112036,-0.007020527962595224,4.447779152542353,1.74706953112036,-7.020527962595224
0,63,approach,nic,0.004234541207551956,0.0013403872726485133,-0.007066320162266493,4.234541207551956,1.3403872726485133,-7.066320162266493
0,64,approach,nic,0.0038097298238426447,0.0009803195716813207,-0.007107107900083065,3.8097298238426447,0.9803195716813207,-7.107107900083065
0,65,approach,nic,0.003061427269130945,0.0007454977021552622,-0.007195083890110254,3.061427269130945,0.7454977021552622,-7.195083890110254
0,66,approach,nic,0.002034671138972044,0.0004954743199050426,-0.007310905028134584,2.034671138972044,0.49547431990504265,-7.310905028134584
0,67,approach,nic,0.000991043751128018,0.00030068960040807724,-0.007376551628112793,0.9910437511280179,0.30068960040807724,-7.376551628112793
0,68,approach,nic,-0.0001471873401897028,3.774213473661803e-05,-0.007442833390086889,-0.1471873401897028,0.03774213473661803,-7.442833390086889
0,69,approach,nic,-0.001151049742475152,-0.00018512917449697852,-0.0074558984488248825,-1.151049742475152,-0.18512917449697852,-7.4558984488248825
0,70,approach,nic,-0.0020690374076366425,-0.0003628710110206157,-0.007459097076207399,-2.0690374076366425,-0.3628710110206157,-7.459097076207399
0,71,approach,nic,-0.003021595999598503,-0.0005442883702926338,-0.007454355712980032,-3.021595999598503,-0.5442883702926338,-7.454355712980032
0,72,approach,nic,-0.0036201130133122206,-0.0006605704547837377,-0.007402657996863127,-3.6201130133122206,-0.6605704547837377,-7.402657996863127
0,73,approach,nic,-0.003999469801783562,-0.0009590236586518586,-0.007359455805271864,-3.9994698017835617,-0.9590236586518586,-7.359455805271864
0,74,approach,nic,-0.004240200389176607,-0.0014117601094767451,-0.007280297577381134,-4.240200389176607,-1.4117601094767451,-7.280297577381134
0,75,approach,nic,-0.004372977651655674,-0.001976975705474615,-0.007217102218419313,-4.372977651655674,-1.976975705474615,-7.217102218419313
0,76,approach,nic,-0.004241498652845621,-0.002377558732405305,-0.007178767584264278,-4.241498652845621,-2.377558732405305,-7.178767584264278
0,77,insert,nic,-0.003938616253435612,-0.002410292159765959,-0.007156298495829105,-3.9386162534356117,-2.410292159765959,-7.156298495829105
0,78,insert,nic,-0.0035949726589024067,-0.002186870202422142,-0.007222382351756096,-3.5949726589024067,-2.186870202422142,-7.222382351756096
0,79,insert,nic,-0.00311991386115551,-0.001603886135853827,-0.007526763714849949,-3.11991386115551,-1.603886135853827,-7.526763714849949
0,80,insert,nic,-0.002526012947782874,-0.000947183754760772,-0.007800535764545202,-2.526012947782874,-0.947183754760772,-7.800535764545202
0,81,insert,nic,-0.00188707304187119,-0.00028670509345829487,-0.00799354538321495,-1.88707304187119,-0.28670509345829487,-7.993545383214951
0,82,insert,nic,-0.0014042860129848123,0.0003454276593402028,-0.008051835931837559,-1.4042860129848123,0.3454276593402028,-8.051835931837559
0,83,insert,nic,-0.0007920059142634273,0.001094410428777337,-0.007997541688382626,-0.7920059142634273,1.094410428777337,-7.997541688382626
0,84,insert,nic,-0.0002445443533360958,0.0018671832513064146,-0.007888342253863811,-0.2445443533360958,1.8671832513064146,-7.8883422538638115
0,85,insert,nic,0.0003500307211652398,0.002586343325674534,-0.007715323939919472,0.3500307211652398,2.586343325674534,-7.715323939919472
0,86,insert,nic,0.0008697308949194849,0.0033238884061574936,-0.007525506895035505,0.8697308949194849,3.3238884061574936,-7.525506895035505
0,87,insert,nic,0.0012907946947962046,0.004047422204166651,-0.0073121353052556515,1.2907946947962046,4.047422204166651,-7.3121353052556515
0,88,insert,nic,0.0018585671205073595,0.0047775572165846825,-0.006997580640017986,1.8585671205073595,4.7775572165846825,-6.997580640017986
0,89,insert,nic,0.0023690401576459408,0.005554187577217817,-0.006665156688541174,2.369040157645941,5.554187577217817,-6.665156688541174
0,90,insert,nic,0.0026933830231428146,0.006057086866348982,-0.00641571544110775,2.6933830231428146,6.057086866348982,-6.41571544110775
0,91,insert,nic,0.0029484624974429607,0.006532921455800533,-0.0061750756576657295,2.9484624974429607,6.532921455800533,-6.1750756576657295
0,92,insert,nic,0.003166571259498596,0.006917629856616259,-0.005907934624701738,3.166571259498596,6.917629856616259,-5.907934624701738
0,93,insert,nic,0.0034019919112324715,0.007218253333121538,-0.005626111291348934,3.4019919112324715,7.218253333121538,-5.626111291348934
0,94,insert,nic,0.003502675099298358,0.007327550556510687,-0.00540322158485651,3.502675099298358,7.327550556510687,-5.40322158485651
0,95,insert,nic,0.0035552324261516333,0.007244580425322056,-0.005178829655051231,3.5552324261516333,7.244580425322056,-5.178829655051231
0,96,insert,nic,0.0036057436373084784,0.007002423517405987,-0.004904825706034899,3.6057436373084784,7.002423517405987,-4.904825706034899
0,97,insert,nic,0.0036651180125772953,0.00666036969050765,-0.0046022748574614525,3.6651180125772953,6.66036969050765,-4.6022748574614525
0,98,insert,nic,0.003661980852484703,0.006349806673824787,-0.004358943551778793,3.661980852484703,6.349806673824787,-4.358943551778793
0,99,insert,nic,0.0035734602715820074,0.005997778382152319,-0.004070114344358444,3.5734602715820074,5.997778382152319,-4.070114344358444
0,100,insert,nic,0.0033613380510360003,0.005660897120833397,-0.003816986922174692,3.3613380510360003,5.660897120833397,-3.816986922174692
0,101,insert,nic,0.003197421319782734,0.005359336268156767,-0.0035868906415998936,3.197421319782734,5.359336268156767,-3.5868906415998936
0,102,insert,nic,0.002957236021757126,0.004974297247827053,-0.0033523638267070055,2.957236021757126,4.974297247827053,-3.3523638267070055
0,103,insert,nic,0.0025994780007749796,0.004618310369551182,-0.0031236722134053707,2.5994780007749796,4.618310369551182,-3.1236722134053707
0,104,insert,nic,0.002245169598609209,0.004370640963315964,-0.002883365610614419,2.245169598609209,4.370640963315964,-2.883365610614419
0,105,insert,nic,0.0018235845491290092,0.004006786271929741,-0.002589202718809247,1.8235845491290092,4.006786271929741,-2.589202718809247
0,106,insert,nic,0.0014388533309102058,0.003710850840434432,-0.002342578722164035,1.4388533309102058,3.710850840434432,-2.342578722164035
0,107,insert,nic,0.000981602817773819,0.0033615101128816605,-0.0020412004087120295,0.981602817773819,3.3615101128816605,-2.0412004087120295
0,108,insert,nic,0.0005404072580859065,0.0029156324453651905,-0.0017937367083504796,0.5404072580859065,2.9156324453651905,-1.7937367083504796
0,109,insert,nic,-6.373286305461079e-05,0.0023398154880851507,-0.001494982629083097,-0.06373286305461079,2.3398154880851507,-1.494982629083097
0,110,insert,nic,-0.0006086932844482362,0.0019336716504767537,-0.0012350953184068203,-0.6086932844482362,1.9336716504767537,-1.2350953184068203
0,111,insert,nic,-0.0011616753181442618,0.0014482103288173676,-0.0009770417818799615,-1.1616753181442618,1.4482103288173676,-0.9770417818799615
0,112,insert,nic,-0.0016362493624910712,0.001022731768898666,-0.000733138935174793,-1.6362493624910712,1.022731768898666,-0.733138935174793
0,113,insert,nic,-0.0021125960629433393,0.0006108743837103248,-0.0004871480050496757,-2.1125960629433393,0.6108743837103248,-0.4871480050496757
0,114,insert,nic,-0.0024264154490083456,0.00017875124467536807,-0.000247379532083869,-2.4264154490083456,0.17875124467536807,-0.24737953208386898
0,115,insert,nic,-0.002797286957502365,-0.0001618828682694584,-3.7810463254572824e-05,-2.797286957502365,-0.1618828682694584,-0.037810463254572824
0,116,insert,nic,-0.0031980902422219515,-0.0005485306610353291,5.065162986284122e-05,-3.1980902422219515,-0.5485306610353291,0.05065162986284122
0,117,insert,nic,-0.0036236941814422607,-0.0009037827840074897,4.8427995352540165e-05,-3.6236941814422607,-0.9037827840074897,0.048427995352540165
0,118,insert,nic,-0.003918056841939688,-0.00112994818482548,4.7830366384005174e-05,-3.9180568419396877,-1.12994818482548,0.047830366384005174
0,119,insert,nic,-0.0042498125694692135,-0.0013922725338488817,4.845041621592827e-05,-4.2498125694692135,-1.3922725338488817,0.04845041621592827
0,120,insert,nic,-0.004517959896475077,-0.0015217203181236982,4.741248631034978e-05,-4.517959896475077,-1.5217203181236982,0.04741248631034978
0,121,insert,nic,-0.004730944521725178,-0.001581080025061965,4.7490808356087655e-05,-4.730944521725178,-1.581080025061965,0.047490808356087655
0,122,insert,nic,-0.004843350034207106,-0.0016051663551479578,4.754396650241688e-05,-4.843350034207106,-1.6051663551479578,0.04754396650241688
0,123,insert,nic,-0.004853150341659784,-0.0015657991170883179,4.75698834634386e-05,-4.853150341659784,-1.5657991170883179,0.0475698834634386
0,124,insert,nic,-0.004743679892271757,-0.0015437982510775328,4.748717765323818e-05,-4.743679892271757,-1.5437982510775328,0.04748717765323818
0,125,insert,nic,-0.004519938491284847,-0.001520511694252491,4.730710861622356e-05,-4.519938491284847,-1.520511694252491,0.04730710861622356
0,126,insert,nic,-0.004296226892620325,-0.0014754422008991241,4.751536107505672e-05,-4.296226892620325,-1.4754422008991241,0.04751536107505672
0,127,insert,nic,-0.003917877562344074,-0.0013717578258365393,4.7514698962913826e-05,-3.9178775623440742,-1.3717578258365393,0.047514698962913826
0,128,insert,nic,-0.003468044800683856,-0.0012499011354520917,4.738905045087449e-05,-3.468044800683856,-1.2499011354520917,0.04738905045087449
0,129,insert,nic,-0.0029876497574150562,-0.0011579382698982954,4.736027040053159e-05,-2.9876497574150562,-1.1579382698982954,0.04736027040053159
0,130,insert,nic,-0.002492384985089302,-0.0010957784252241254,4.742789678857662e-05,-2.492384985089302,-1.0957784252241254,0.04742789678857662
0,131,insert,nic,-0.001899254391901195,-0.0010614711791276932,4.7386682126671076e-05,-1.899254391901195,-1.0614711791276932,0.047386682126671076
0,132,insert,nic,-0.001239111996255815,-0.0010505277896299958,4.728687781607732e-05,-1.239111996255815,-1.0505277896299958,0.04728687781607732
0,133,insert,nic,-0.0003736491780728102,-0.00110776093788445,4.7399316827068105e-05,-0.3736491780728102,-1.10776093788445,0.047399316827068105
0,134,insert,nic,0.000326955399941653,-0.0011922464473173022,4.739725773106329e-05,0.326955399941653,-1.1922464473173022,0.04739725773106329
0,135,insert,nic,0.0011068314779549837,-0.0013186108553782105,4.735698894364759e-05,1.1068314779549837,-1.3186108553782105,0.04735698894364759
0,136,insert,nic,0.0017699068412184715,-0.00142756849527359,4.7405759687535465e-05,1.7699068412184715,-1.42756849527359,0.047405759687535465
0,137,insert,nic,0.0024777837097644806,-0.0015591459814459085,4.753391112899408e-05,2.4777837097644806,-1.5591459814459085,0.04753391112899408
0,138,insert,nic,0.0031408092472702265,-0.0016511642606928945,4.743822864838876e-05,3.1408092472702265,-1.6511642606928945,0.04743822864838876
0,139,insert,nic,0.00389005895704031,-0.0017289863899350166,4.764990080730058e-05,3.89005895704031,-1.7289863899350166,0.04764990080730058
0,140,insert,nic,0.004609853494912386,-0.001766444998793304,4.991895912098698e-05,4.609853494912386,-1.766444998793304,0.04991895912098698
0,141,insert,nic,0.005228141322731972,-0.0018025750759989023,4.850363256991841e-05,5.228141322731972,-1.8025750759989023,0.04850363256991841
0,142,insert,nic,0.005894325207918882,-0.001844808110035956,4.761808304465376e-05,5.894325207918882,-1.844808110035956,0.04761808304465376
0,143,insert,nic,0.006414365954697132,-0.0019144424004480243,5.055036672274582e-05,6.414365954697132,-1.9144424004480243,0.05055036672274582
0,144,insert,nic,0.006855970248579979,-0.0019800651352852583,4.82915056636557e-05,6.855970248579979,-1.9800651352852583,0.0482915056636557
0,145,insert,nic,0.007421474903821945,-0.002031707903370261,4.787460420629941e-05,7.421474903821945,-2.031707903370261,0.04787460420629941
0,146,insert,nic,0.0077421702444553375,-0.0020247476641088724,4.796305802301504e-05,7.7421702444553375,-2.0247476641088724,0.04796305802301504
0,147,insert,nic,0.007938779890537262,-0.002026403322815895,4.7700123104732484e-05,7.938779890537262,-2.026403322815895,0.047700123104732484
0,148,insert,nic,0.008077772334218025,-0.00199209526181221,4.789629019796848e-05,8.077772334218025,-1.99209526181221,0.04789629019796848
0,149,insert,nic,0.00809186790138483,-0.0019871636759489775,4.7842935600783676e-05,8.09186790138483,-1.9871636759489775,0.047842935600783676
0,150,insert,nic,0.007997087202966213,-0.0020052329637110233,4.773444379679859e-05,7.997087202966213,-2.0052329637110233,0.04773444379679859
0,151,insert,nic,0.007802033796906471,-0.0020718099549412727,4.796265056938864e-05,7.802033796906471,-2.0718099549412727,0.04796265056938864
0,152,insert,nic,0.007607185747474432,-0.0021091094240546227,4.7968038416001946e-05,7.607185747474432,-2.1091094240546227,0.047968038416001946
0,153,insert,nic,0.007368598598986864,-0.002101206686347723,4.795214772457257e-05,7.368598598986864,-2.101206686347723,0.04795214772457257
0,154,insert,nic,0.007078893482685089,-0.0021047841291874647,4.790573439095169e-05,7.078893482685089,-2.1047841291874647,0.04790573439095169
0,155,insert,nic,0.006787898018956184,-0.002096316544339061,4.8132907977560535e-05,6.787898018956184,-2.096316544339061,0.048132907977560535
0,156,insert,nic,0.006430796347558498,-0.002016946440562606,4.818327215616591e-05,6.430796347558498,-2.016946440562606,0.04818327215616591
0,157,insert,nic,0.00602428475394845,-0.0019215134670957923,4.8317404434783384e-05,6.02428475394845,-1.9215134670957923,0.048317404434783384
0,158,insert,nic,0.005636825226247311,-0.00179018743801862,4.758760769618675e-05,5.636825226247311,-1.79018743801862,0.04758760769618675
0,159,insert,nic,0.005237858276814222,-0.0016509864944964647,4.7799716412555426e-05,5.237858276814222,-1.6509864944964647,0.047799716412555426
0,160,insert,nic,0.004863934125751257,-0.0015717482892796397,4.772986358148046e-05,4.863934125751257,-1.5717482892796397,0.04772986358148046
0,161,insert,nic,0.0045230807736516,-0.0015436894027516246,4.772781903739087e-05,4.5230807736516,-1.5436894027516246,0.04772781903739087
0,162,insert,nic,0.004078274592757225,-0.0015205232193693519,4.7422472562175244e-05,4.078274592757225,-1.5205232193693519,0.047422472562175244
0,163,insert,nic,0.003706316463649273,-0.0015766458818688989,4.8740344936959445e-05,3.706316463649273,-1.5766458818688989,0.048740344936959445
0,164,insert,nic,0.0033135872799903154,-0.0016286659520119429,4.760423325933516e-05,3.3135872799903154,-1.6286659520119429,0.04760423325933516
0,165,insert,nic,0.0029605443123728037,-0.001694154110737145,4.7614823415642604e-05,2.9605443123728037,-1.694154110737145,0.047614823415642604
0,166,insert,nic,0.0026822027284651995,-0.001725361100398004,4.769890438183211e-05,2.6822027284651995,-1.725361100398004,0.04769890438183211
0,167,insert,nic,0.0024232908617705107,-0.0017007235437631607,4.776935020345263e-05,2.4232908617705107,-1.7007235437631607,0.04776935020345263
0,168,insert,nic,0.0021943156607449055,-0.0016784536419436336,4.804966374649666e-05,2.1943156607449055,-1.6784536419436336,0.04804966374649666
0,169,insert,nic,0.0020607521291822195,-0.0016644021961838007,4.8226836952380836e-05,2.0607521291822195,-1.6644021961838007,0.048226836952380836
0,170,insert,nic,0.0020068727899342775,-0.001679138047620654,4.80378839711193e-05,2.0068727899342775,-1.679138047620654,0.0480378839711193
0,171,insert,nic,0.001992381177842617,-0.00168608408421278,4.7835394070716575e-05,1.992381177842617,-1.68608408421278,0.047835394070716575
0,172,insert,nic,0.001991384895518422,-0.0016898312605917454,4.79056361655239e-05,1.9913848955184221,-1.6898312605917454,0.0479056361655239
0,173,insert,nic,0.0019566798582673073,-0.0017043428961187601,4.7722038289066404e-05,1.9566798582673073,-1.70434289611876,0.047722038289066404
0,174,insert,nic,0.0018811927875503898,-0.0017307379748672247,4.7865316446404904e-05,1.8811927875503898,-1.7307379748672247,0.047865316446404904
0,175,insert,nic,0.001762425759807229,-0.0017775734886527061,4.7748668293934315e-05,1.762425759807229,-1.7775734886527061,0.047748668293934315
1,0,approach,nic,0.015350377187132835,-0.01057155430316925,-0.1392316073179245,15.350377187132835,-10.57155430316925,-139.2316073179245
1,1,approach,nic,0.011968085542321205,-0.008135467767715454,-0.13624919950962067,11.968085542321205,-8.135467767715454,-136.24919950962067
1,2,approach,nic,0.00857956800609827,-0.005547933746129274,-0.12411601096391678,8.57956800609827,-5.547933746129274,-124.11601096391678
1,3,approach,nic,0.005310374777764082,-0.002834250684827566,-0.10762831568717957,5.310374777764082,-2.834250684827566,-107.62831568717957
1,4,approach,nic,0.0030483542941510677,-0.001000981661491096,-0.09419373422861099,3.0483542941510677,-1.000981661491096,-94.19373422861099
1,5,approach,nic,0.0006192951695993543,0.000917430967092514,-0.07859687507152557,0.6192951695993543,0.917430967092514,-78.59687507152557
1,6,approach,nic,-0.0013685342855751514,0.002443905919790268,-0.06504612416028976,-1.3685342855751514,2.443905919790268,-65.04612416028976
1,7,approach,nic,-0.0033386009745299816,0.0039870538748800755,-0.05123978853225708,-3.3386009745299816,3.9870538748800755,-51.23978853225708
1,8,approach,nic,-0.004829450976103544,0.005205598659813404,-0.040597934275865555,-4.829450976103544,5.205598659813404,-40.597934275865555
1,9,approach,nic,-0.006015786901116371,0.00629026722162962,-0.03174808621406555,-6.015786901116371,6.29026722162962,-31.74808621406555
1,10,approach,nic,-0.00645704148337245,0.007109102793037891,-0.02631482295691967,-6.45704148337245,7.109102793037891,-26.31482295691967
1,11,approach,nic,-0.006696472410112619,0.008122306317090988,-0.020198725163936615,-6.696472410112619,8.122306317090988,-20.198725163936615
1,12,approach,nic,-0.006913813762366772,0.008730611763894558,-0.01558024249970913,-6.913813762366772,8.730611763894558,-15.58024249970913
1,13,approach,nic,-0.007008847314864397,0.009022582322359085,-0.012464468367397785,-7.008847314864397,9.022582322359085,-12.464468367397785
1,14,approach,nic,-0.006954062730073929,0.009020850993692875,-0.010168922133743763,-6.954062730073929,9.020850993692875,-10.168922133743763
1,15,approach,nic,-0.006692579016089439,0.008719481527805328,-0.008405080065131187,-6.692579016089439,8.719481527805328,-8.405080065131187
1,16,approach,nic,-0.006285510491579771,0.00812086183577776,-0.007180999498814344,-6.285510491579771,8.12086183577776,-7.180999498814344
1,17,approach,nic,-0.00578669086098671,0.007354146335273981,-0.006541426293551922,-5.78669086098671,7.354146335273981,-6.541426293551922
1,18,approach,nic,-0.00523000955581665,0.00639627780765295,-0.006283267866820097,-5.23000955581665,6.39627780765295,-6.283267866820097
1,19,approach,nic,-0.004521421156823635,0.005241693928837776,-0.006138829048722982,-4.521421156823635,5.241693928837776,-6.138829048722982
1,20,approach,nic,-0.0034701144322752953,0.0042129806242883205,-0.006159111857414246,-3.4701144322752953,4.2129806242883205,-6.159111857414246
1,21,approach,nic,-0.0017172791995108128,0.0032804443035274744,-0.006274260114878416,-1.7172791995108128,3.2804443035274744,-6.274260114878416
1,22,approach,nic,5.2621817303588614e-05,0.002545358845964074,-0.0063996752724051476,0.052621817303588614,2.545358845964074,-6.3996752724051476
1,23,approach,nic,0.0018979638116434216,0.0019214833155274391,-0.006525946315377951,1.8979638116434216,1.9214833155274391,-6.525946315377951
1,24,approach,nic,0.003486241213977337,0.0013893941650167108,-0.006600155960768461,3.486241213977337,1.3893941650167108,-6.600155960768461
1,25,approach,nic,0.004726752173155546,0.000897893391083926,-0.006612088531255722,4.726752173155546,0.897893391083926,-6.612088531255722
1,26,approach,nic,0.005862028803676367,0.00037825247272849083,-0.006625814363360405,5.862028803676367,0.37825247272849083,-6.625814363360405
1,27,approach,nic,0.0065927146933972836,-5.84141344006639e-05,-0.0066557712852954865,6.5927146933972836,-0.0584141344006639,-6.6557712852954865
1,28,approach,nic,0.006978257559239864,-0.0004296927072573453,-0.006611347664147615,6.978257559239864,-0.4296927072573453,-6.611347664147615
1,29,approach,nic,0.007049168460071087,-0.0006988453678786755,-0.006578866392374039,7.049168460071087,-0.6988453678786755,-6.578866392374039
